BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,Cell length min (μm),Cell length max (μm),Cell width min (μm),Cell width max (μm),Cell volume min (μm³),Cell volume max (μm³),Average cell volume (μm³)
133876,Pseudofulvibacter geojedonensis,Pseudofulvibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1123758,rod-shaped,2.9,2.9,0.45,0.45,0.44,0.44,0.44
140903,Pseudofulvibacter marinus,Pseudofulvibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,NA,rod-shaped,1.2,2,0.3,0.3,0.08,0.13,0.105
159090,Pseudogemmobacter bohemicus,Pseudogemmobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2250708,rod-shaped,1,2,0.8,0.8,0.37,0.87,0.62
158768,Pseudogracilibacillus endophyticus,Pseudogracilibacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,1.8,2.6,0.7,0.7,0.6,0.91,0.755
140619,Pseudogracilibacillus marinus,Pseudogracilibacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1593363,rod-shaped,2,4,0.4,0.5,0.23,0.75,0.49
133838,Pseudogulbenkiania gefcensis,Pseudogulbenkiania,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,1037320,rod-shaped,0.7,0.7,0.4,0.4,0.07,0.07,0.07
10526,Pseudogulbenkiania subflava,Pseudogulbenkiania,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,1123014,rod-shaped,1,1.6,0.2,0.5,0.03,0.28,0.155
496,Pseudohaliea rubra,Pseudohaliea,Halieaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1265313,rod-shaped,2.7,2.7,0.5,0.5,0.5,0.5,0.5
24311,Pseudohoeflea suaedae,Pseudohoeflea,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,877384,rod-shaped,1.35,1.35,0.4,0.4,0.15,0.15,0.15
133284,Pseudohongiella nitratireducens,Pseudohongiella,"Gammaproteobacteria, not assigned to family","Gammaproteobacteria, not assigned to order",Gammaproteobacteria,Proteobacteria,Bacteria,1768907,rod-shaped,1.3,1.7,0.5,0.7,0.22,0.56,0.39
141047,Pseudokineococcus basanitobsidens,Pseudokineococcus,Kineosporiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1926649,coccus-shaped,1.3,1.5,1.3,1.5,1.15,1.77,1.46
17864,Pseudoleptotrichia goodfellowii,Pseudoleptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,714315,rod-shaped,3,3,0.45,0.45,0.45,0.45,0.45
7345,Pseudolysinimonas kribbensis,Pseudolysinimonas,Microbacteriaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,433641,rod-shaped,1.1,1.1,0.95,0.95,0.56,0.56,0.56
158715,Pseudomaribius aestuariivivens,Pseudomaribius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,0.3,1.6,0.5,1,0.03,0.99,0.51
166264,Pseudomethylobacillus aquaticus,Pseudomethylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria,2676064,rod-shaped,1.2,1.8,0.6,0.7,0.28,0.6,0.44
159712,Pseudomonas abyssi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,170540,rod-shaped,2.4,2.8,0.4,0.6,0.28,0.74,0.51
164624,Pseudomonas akapageensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,306,rod-shaped,1.25,2,0.5,0.7,0.21,0.68,0.445
13115,Pseudomonas argentinensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,289370,rod-shaped,1.6,1.6,0.6,0.6,0.4,0.4,0.4
157812,Pseudomonas asiatica,Pseudomonas,Pseudomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,306,rod-shaped,2,2.5,0.5,1,0.36,1.7,1.03
166373,Pseudomonas atacamensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2565368,rod-shaped,1.9,2.8,0.9,1.2,1.02,2.71,1.865
164623,Pseudomonas atagonensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,306,rod-shaped,1,1.7,0.4,0.6,0.11,0.42,0.265
13124,Pseudomonas azotifigens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,291995,rod-shaped,3.5,3.5,0.5,0.5,0.65,0.65,0.65
13131,Pseudomonas borbori,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,289003,rod-shaped,2,3,1,1,1.31,2.09,1.7
159168,Pseudomonas bubulae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2316085,rod-shaped,1.9,1.9,0.7,0.7,0.64,0.64,0.64
13175,Pseudomonas caeni,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,521719,rod-shaped,1.5,1.5,0.55,0.55,0.31,0.31,0.31
133410,Pseudomonas canadensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,915099,rod-shaped,2.3,2.3,0.5,0.5,0.42,0.42,0.42
13172,Pseudomonas cuatrocienegasensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,543360,rod-shaped,1.2,1.2,0.53,0.53,0.23,0.23,0.23
13153,Pseudomonas delhiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,366289,rod-shaped,1.5,1.5,0.5,0.5,0.26,0.26,0.26
13163,Pseudomonas duriflava,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,459528,rod-shaped,0.9,0.9,0.7,0.7,0.26,0.26,0.26
166232,Pseudomonas edaphica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2006980,rod-shaped,2.2,2.7,0.8,1,0.97,1.86,1.415
158761,Pseudomonas floridensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1958950,rod-shaped,1.75,3.6,0.75,0.75,0.66,1.48,1.07
158598,Pseudomonas fluvialis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,0.8,1.5,0.1,0.2,0.01,0.05,0.03
133985,Pseudomonas formosensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1002526,rod-shaped,1.7,1.7,0.8,0.8,0.72,0.72,0.72
12966,Pseudomonas furukawaii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1149133,rod-shaped,1.5,2,0.7,0.9,0.49,1.08,0.785
166380,Pseudomonas glycinae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1785145,rod-shaped,2,3,0.6,0.8,0.51,1.37,0.94
130575,Pseudomonas guangdongensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1245526,rod-shaped,1.6,1.6,0.45,0.45,0.23,0.23,0.23
24440,Pseudomonas guariconensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1288410,rod-shaped,2.5,2.5,0.85,0.85,1.26,1.26,1.26
133945,Pseudomonas guguanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1198456,rod-shaped,2.35,2.35,0.8,0.8,1.05,1.05,1.05
13161,Pseudomonas guineae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,425504,rod-shaped,1.75,1.75,0.45,0.45,0.25,0.25,0.25
132436,Pseudomonas helleri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1608996,rod-shaped,3.1,3.1,0.75,0.75,1.26,1.26,1.26
164413,Pseudomonas huaxiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2213017,rod-shaped,2,2.5,0.5,1,0.36,1.7,1.03
166137,Pseudomonas jilinensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2078689,rod-shaped,1,1.6,0.5,0.7,0.16,0.53,0.345
164545,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2666183,rod-shaped,1,2,0.5,0.8,0.16,0.87,0.515
166132,Pseudomonas khazarica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2502979,rod-shaped,1.2,1.7,0.5,0.6,0.2,0.42,0.31
140299,Pseudomonas lactis,Pseudomonas,Pseudomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,1615674,rod-shaped,2.6,2.6,0.75,0.75,1.04,1.04,1.04
167657,Pseudomonas leptonychotis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Bacteria,2448482,rod-shaped,2,4,0.5,0.7,0.36,1.45,0.905
13186,Pseudomonas litoralis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,797277,rod-shaped,0.8,1.9,0.5,0.9,0.12,1.02,0.57
13114,Pseudomonas lutea,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,243924,rod-shaped,1.4,1.4,0.75,0.75,0.51,0.51,0.51
164180,Pseudomonas mangiferae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,306,rod-shaped,1.5,1.5,0.3,0.3,0.1,0.1,0.1
13162,Pseudomonas marincola,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,437900,rod-shaped,2.15,2.15,0.5,0.5,0.39,0.39,0.39
166168,Pseudomonas nitrititolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2482751,rod-shaped,1.4,20,0.7,1.1,0.45,18.66,9.555
166254,Pseudomonas nosocomialis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1056496,rod-shaped,4.8,5.4,0.7,0.8,1.76,2.58,2.17
132649,Pseudomonas oceani,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1708783,rod-shaped,2.1,2.6,0.4,0.6,0.25,0.68,0.465
13125,Pseudomonas pachastrellae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,254161,rod-shaped,1.5,1.5,0.45,0.45,0.21,0.21,0.21
13164,Pseudomonas panipatensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,428992,rod-shaped,3.15,3.15,1.1,1.1,2.65,2.65,2.65
140300,Pseudomonas paralactis,Pseudomonas,Pseudomonadaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,1615673,rod-shaped,1.5,5.5,0.75,0.75,0.55,2.32,1.435
13176,Pseudomonas pelagia,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,553151,rod-shaped,1.9,1.9,0.45,0.45,0.28,0.28,0.28
13130,Pseudomonas peli,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,592361,rod-shaped,2,3,1,1,1.31,2.09,1.7
140904,Pseudomonas populi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,0.5,1.6,0.5,0.6,0.07,0.4,0.235
158812,Pseudomonas profundi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.8,2,0.6,0.7,0.45,0.68,0.565
13105,Pseudomonas psychrotolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,237610,rod-shaped,1.5,1.8,0.5,0.7,0.26,0.6,0.43
24438,Pseudomonas punonensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1220495,rod-shaped,1.25,1.25,0.45,0.45,0.17,0.17,0.17
140983,Pseudomonas reidholzensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1,2.2,0.5,0.9,0.16,1.21,0.685
13169,Pseudomonas sabulinigri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,472181,rod-shaped,1.75,1.75,0.85,0.85,0.83,0.83,0.83
24439,Pseudomonas sagittaria,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1135990,rod-shaped,1.75,1.75,0.6,0.6,0.44,0.44,0.44
166315,Pseudomonas saliphila,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2586906,rod-shaped,1.3,3.2,0.5,0.8,0.22,1.47,0.845
170903,Pseudomonas sivasensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,Bacteria,381292,rod-shaped,2,3.2,0.8,1.1,0.87,2.69,1.78
24433,Pseudomonas taeanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1395571,rod-shaped,1.8,2.5,0.8,1,0.77,1.7,1.235
13180,Pseudomonas taiwanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1292030,rod-shaped,1,2.2,0.7,1,0.3,1.47,0.885
158577,Pseudomonas tarimensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.5,2,0.5,0.7,0.26,0.68,0.47
159884,Pseudomonas tianjinensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,2282554,rod-shaped,1.2,3.2,0.3,0.4,0.08,0.39,0.235
164374,Pseudomonas urumqiensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,638269,other,1.5,2.3,0.8,1.2,,,
140982,Pseudomonas wadenswilerensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1,2.2,0.5,0.9,0.16,1.21,0.685
132438,Pseudomonas weihenstephanensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1608994,rod-shaped,2.1,2.1,0.75,0.75,0.82,0.82,0.82
13166,Pseudomonas xiamenensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1123022,rod-shaped,1.1,1.3,0.6,0.8,0.25,0.52,0.385
13173,Pseudomonas xinjiangensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,487184,rod-shaped,1.35,1.35,0.65,0.65,0.38,0.38,0.38
24437,Pseudomonas zeshuii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1076620,rod-shaped,3,3,0.7,0.7,1.06,1.06,1.06
13405,Pseudonocardia adelaidensis,Pseudonocardia,Pseudonocardiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,648754,rod-shaped,1,1,0.5,0.5,0.16,0.16,0.16
13382,Pseudonocardia antitumoralis,Pseudonocardia,Pseudonocardiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,1070982,rod-shaped,1.9,1.9,0.45,0.45,0.28,0.28,0.28
13403,Pseudonocardia babensis,Pseudonocardia,Pseudonocardiaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,663386,rod-shaped,1,2,0.3,0.5,0.06,0.36,0.21
13687,Pseudooceanicola batsensis,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,314255,rod-shaped,1.1,1.1,0.6,0.6,0.25,0.25,0.25
158599,Pseudooceanicola lipolyticus,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.5,2.5,0.6,1,0.37,1.7,1.035
130612,Pseudooceanicola marinus,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,396013,rod-shaped,0.95,0.95,0.5,0.5,0.15,0.15,0.15
13688,Pseudooceanicola nanhaiensis,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,375761,rod-shaped,0.8,0.8,0.5,0.5,0.12,0.12,0.12
130613,Pseudooceanicola nitratireducens,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,517719,rod-shaped,0.7,2.1,0.4,1.1,0.07,1.65,0.86
168348,Pseudooceanicola onchidii,Pseudooceanicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,Bacteria,2562279,oval-shaped,1,1.5,0.8,1,,,
13733,Pseudophaeobacter arcticus,Pseudophaeobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,999550,rod-shaped,1.8,1.8,0.4,0.4,0.21,0.21,0.21
24494,Pseudophaeobacter leonis,Pseudophaeobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1144477,rod-shaped,1.6,1.6,0.7,0.7,0.53,0.53,0.53
166178,Pseudopuniceibacterium sediminis,Pseudopuniceibacterium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2211117,rod-shaped,1.4,2.2,0.8,1.3,0.57,2.34,1.455
133859,Pseudorhodobacter antarcticus,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1077947,rod-shaped,1.75,1.75,0.65,0.65,0.51,0.51,0.51
141058,Pseudorhodobacter aquaticus,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.6,2,0.6,0.8,0.4,0.87,0.635
133680,Pseudorhodobacter aquimaris,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,687412,ovoid-shaped,1,2,0.5,1,,,
158526,Pseudorhodobacter collinsensis,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1,2.5,0.5,1,0.16,1.7,0.93
140481,Pseudorhodobacter ponti,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1896944,rod-shaped,1.2,4,0.6,1,0.28,2.88,1.58
141126,Pseudorhodobacter psychrotolerans,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,ovoid-shaped,1,2,0.5,1,,,
141057,Pseudorhodobacter sinensis,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.8,2.2,0.6,0.8,0.45,0.97,0.71
133867,Pseudorhodobacter wandonensis,Pseudorhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1120568,rod-shaped,1.5,1.5,0.55,0.55,0.31,0.31,0.31
133823,Pseudorhodoferax aquiterrae,Pseudorhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,747304,rod-shaped,1.5,1.5,0.75,0.75,0.55,0.55,0.55
3029,Pseudorhodoferax caeni,Pseudorhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,255042,rod-shaped,2.4,2.4,0.95,0.95,1.48,1.48,1.48
3030,Pseudorhodoferax soli,Pseudorhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,545864,rod-shaped,1.95,1.95,0.85,0.85,0.95,0.95,0.95
168525,Pseudorivibacter rhizosphaerae,Pseudorivibacter,"Burkholderiales, not assigned to family",Burkholderiales,Betaproteobacteria,Pseudomonadota,Bacteria,2570323,rod-shaped,1.9,2.5,0.3,0.5,0.13,0.46,0.295
141080,Pseudoroseicyclus aestuarii,Pseudoroseicyclus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,0.3,1.5,0.2,0.5,0.01,0.26,0.135
140810,Pseudoruegeria aestuarii,Pseudoruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,2.4,2.5,0.5,0.6,0.44,0.65,0.545
134212,Pseudoruegeria aquimaris,Pseudoruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,393663,rod-shaped,4.5,4.5,0.55,0.55,1.03,1.03,1.03
130631,Pseudoruegeria haliotis,Pseudoruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1280846,rod-shaped,2.8,2.8,0.65,0.65,0.86,0.86,0.86
159803,Pseudoruegeria insulae,Pseudoruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2231601,rod-shaped,0.4,10,0.4,0.8,0.03,4.89,2.46
13833,Pseudoruegeria lutimaris,Pseudoruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,571298,rod-shaped,4.5,4.5,0.5,0.5,0.85,0.85,0.85
140617,Pseudotenacibaculum haliotis,Pseudotenacibaculum,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1862138,rod-shaped,2,4,0.5,0.5,0.36,0.75,0.555
140607,Pseudothioclava arenosa,Pseudothioclava,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1795308,rod-shaped,1.5,3.1,0.1,0.4,0.01,0.37,0.19
13736,Pseudovibrio ascidiaceicola,Pseudovibrio,Stappiaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,285279,rod-shaped,1.2,8,0.8,1.3,0.47,10.04,5.255
23228,Pseudovibrio axinellae,Pseudovibrio,Stappiaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,989403,rod-shaped,2.75,2.75,0.85,0.85,1.4,1.4,1.4
13737,Pseudovibrio denitrificans,Pseudovibrio,Stappiaceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,258256,rod-shaped,3.25,3.25,0.7,0.7,1.16,1.16,1.16
134242,Pseudovibrio japonicus,Pseudovibrio,Rhodobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,366534,rod-shaped,3,3,0.9,0.9,1.72,1.72,1.72
141084,Pseudovibrio stylochi,Pseudovibrio,Rhodobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,5,6,0.5,0.8,0.95,2.88,1.915
17442,Pseudoxanthobacter soli,Pseudoxanthobacter,Pseudoxanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1123029,rod-shaped,2,2,0.2,0.2,0.06,0.06,0.06
17511,Pseudoxanthomonas dokdonensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,344882,rod-shaped,0.4,2.6,0.2,0.4,0.01,0.31,0.16
133278,Pseudoxanthomonas helianthi,Pseudoxanthomonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1453541,rod-shaped,1.5,1.6,0.4,0.5,0.17,0.28,0.225
17505,Pseudoxanthomonas japonensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,69284,rod-shaped,1.2,1.2,0.6,0.6,0.28,0.28,0.28
17509,Pseudoxanthomonas kalamensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,289483,rod-shaped,1,1.25,0.5,0.5,0.16,0.21,0.185
17504,Pseudoxanthomonas mexicana,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,128785,rod-shaped,1.2,1.2,0.6,0.6,0.28,0.28,0.28
140611,Pseudoxanthomonas putridarboris,Pseudoxanthomonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,752605,rod-shaped,1.2,2,0.4,0.7,0.13,0.68,0.405
17514,Pseudoxanthomonas sacheonensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,443615,rod-shaped,0.8,1.6,0.3,0.5,0.05,0.28,0.165
17506,Pseudoxanthomonas suwonensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,314722,rod-shaped,1.2,3,0.3,0.5,0.08,0.56,0.32
17513,Pseudoxanthomonas yeongjuensis,Pseudoxanthomonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,377616,rod-shaped,2.15,2.15,0.75,0.75,0.84,0.84,0.84
23028,Pseudozobellia thermophila,Pseudozobellia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,192903,rod-shaped,2.1,2.1,0.3,0.3,0.14,0.14,0.14
5784,Psychrilyobacter atlanticus,Psychrilyobacter,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria,271091,rod-shaped,0.5,1,0.5,0.5,0.07,0.16,0.115
158270,Psychrobacillus lasiicapitis,Psychrobacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1636719,rod-shaped,1.9,2.1,0.6,0.7,0.48,0.72,0.6
133574,Psychrobacter aestuarii,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,556327,ovoid-shaped,1.15,1.15,0.65,0.65,,,
